,GDP_diff_t0,UNRATE_t0,CPI_diff_t0,INDPRO_diff_t0,DFF_diff_t0,DGS10_diff_t0,DGS2_diff_t0,T10Y2Y_t0,VIX_t0,DTB3_diff_t0,NEWS_SENTIMENT_t0,GDP_diff_t1,UNRATE_t1,CPI_diff_t1,INDPRO_diff_t1,DFF_diff_t1,DGS10_diff_t1,DGS2_diff_t1,T10Y2Y_t1,VIX_t1,DTB3_diff_t1,NEWS_SENTIMENT_t1,GDP_diff_t2,UNRATE_t2,CPI_diff_t2,INDPRO_diff_t2,DFF_diff_t2,DGS10_diff_t2,DGS2_diff_t2,T10Y2Y_t2,VIX_t2,DTB3_diff_t2,NEWS_SENTIMENT_t2,GDP_diff_t3,UNRATE_t3,CPI_diff_t3,INDPRO_diff_t3,DFF_diff_t3,DGS10_diff_t3,DGS2_diff_t3,T10Y2Y_t3,VIX_t3,DTB3_diff_t3,NEWS_SENTIMENT_t3,label
6,-0.17144470954109475,0.901303847617058,0.14462261281062586,0.2655775657249193,-0.3827763359224902,0.4569387967019758,0.7848105099183835,1.2367613007607012,-0.6371649861552712,0.10410703919419305,0.0628253766411561,-0.9263862370641384,0.7505784050240145,-0.06079088145058327,0.21225492666351553,0.16857973388873118,-1.1935411397952975,-0.5954497178201945,1.0401083464185101,-0.8461279451878687,-0.14464374438957367,1.0068800822863333,-0.5711467529806867,0.7075139928545738,-0.06079088145064188,-0.20454885981978552,0.04364474650545814,-0.613877593137031,-0.1984133880540673,0.8871090621817314,-0.885282949253043,0.1582437314367101,0.40624664549807743,-0.6439948187376213,0.5352563441768107,-0.43738228759616316,-0.09165695674752175,0.29470406596881654,-0.894602769498415,0.06510186405070083,0.4824484172166608,-1.0040723122143118,0.22513673168155246,0.5565970631666072,0.0
7,-0.9263862370641384,0.7505784050240145,-0.06079088145058327,0.21225492666351553,0.16857973388873118,-1.1935411397952975,-0.5954497178201945,1.0401083464185101,-0.8461279451878687,-0.14464374438957367,1.0068800822863333,-0.5711467529806867,0.7075139928545738,-0.06079088145064188,-0.20454885981978552,0.04364474650545814,-0.613877593137031,-0.1984133880540673,0.8871090621817314,-0.885282949253043,0.1582437314367101,0.40624664549807743,-0.6439948187376213,0.5352563441768107,-0.43738228759616316,-0.09165695674752175,0.29470406596881654,-0.894602769498415,0.06510186405070083,0.4824484172166608,-1.0040723122143118,0.22513673168155246,0.5565970631666072,0.029985205551381386,0.4275953137532084,0.11038703043372844,0.5973729344176371,-0.01433803310525607,0.12635712164918056,0.3680771260016214,0.3551169668323537,-0.9618327595186666,0.28807451725184635,1.4930165146777659,0.0
8,-0.5711467529806867,0.7075139928545738,-0.06079088145064188,-0.20454885981978552,0.04364474650545814,-0.613877593137031,-0.1984133880540673,0.8871090621817314,-0.885282949253043,0.1582437314367101,0.40624664549807743,-0.6439948187376213,0.5352563441768107,-0.43738228759616316,-0.09165695674752175,0.29470406596881654,-0.894602769498415,0.06510186405070083,0.4824484172166608,-1.0040723122143118,0.22513673168155246,0.5565970631666072,0.029985205551381386,0.4275953137532084,0.11038703043372844,0.5973729344176371,-0.01433803310525607,0.12635712164918056,0.3680771260016214,0.3551169668323537,-0.9618327595186666,0.28807451725184635,1.4930165146777659,-0.31260008201235806,0.3845309015837678,-0.3689111228424267,0.4088576394450808,0.6767401832620576,1.421427025142802,1.1969362483363408,0.35474504346853697,-0.8210280552335798,0.6455103782338677,1.2780836473761676,0.0
9,-0.6439948187376213,0.5352563441768107,-0.43738228759616316,-0.09165695674752175,0.29470406596881654,-0.894602769498415,0.06510186405070083,0.4824484172166608,-1.0040723122143118,0.22513673168155246,0.5565970631666072,0.029985205551381386,0.4275953137532084,0.11038703043372844,0.5973729344176371,-0.01433803310525607,0.12635712164918056,0.3680771260016214,0.3551169668323537,-0.9618327595186666,0.28807451725184635,1.4930165146777659,-0.31260008201235806,0.3845309015837678,-0.3689111228424267,0.4088576394450808,0.6767401832620576,1.421427025142802,1.1969362483363408,0.35474504346853697,-0.8210280552335798,0.6455103782338677,1.2780836473761676,0.025824763890519624,0.14767663465184358,-0.26620437571185124,0.7904751230729301,1.8842014088511863,2.856308586622487,3.0034090531741464,0.04586268981846594,-0.671652320487569,2.048293182807351,0.5164772849845295,0.0
10,0.029985205551381386,0.4275953137532084,0.11038703043372844,0.5973729344176371,-0.01433803310525607,0.12635712164918056,0.3680771260016214,0.3551169668323537,-0.9618327595186666,0.28807451725184635,1.4930165146777659,-0.31260008201235806,0.3845309015837678,-0.3689111228424267,0.4088576394450808,0.6767401832620576,1.421427025142802,1.1969362483363408,0.35474504346853697,-0.8210280552335798,0.6455103782338677,1.2780836473761676,0.025824763890519624,0.14767663465184358,-0.26620437571185124,0.7904751230729301,1.8842014088511863,2.856308586622487,3.0034090531741464,0.04586268981846594,-0.671652320487569,2.048293182807351,0.5164772849845295,-0.5173952296947698,0.01848339814352105,0.28156494231809875,0.47751016002495306,1.4530024906798986,0.7764827092821895,1.041172551623659,-0.14771760974575565,-0.9486925290599599,1.3767269878066422,0.9117135717209225,0.0
11,-0.31260008201235806,0.3845309015837678,-0.3689111228424267,0.4088576394450808,0.6767401832620576,1.421427025142802,1.1969362483363408,0.35474504346853697,-0.8210280552335798,0.6455103782338677,1.2780836473761676,0.025824763890519624,0.14767663465184358,-0.26620437571185124,0.7904751230729301,1.8842014088511863,2.856308586622487,3.0034090531741464,0.04586268981846594,-0.671652320487569,2.048293182807351,0.5164772849845295,-0.5173952296947698,0.01848339814352105,0.28156494231809875,0.47751016002495306,1.4530024906798986,0.7764827092821895,1.041172551623659,-0.14771760974575565,-0.9486925290599599,1.3767269878066422,0.9117135717209225,-0.05560925487841226,-0.2183708687884037,-0.23196879333495382,0.9607635510431877,1.7743329696243022,1.5168131631825696,2.2337874006410874,-0.6322542046413998,-0.5667178901822593,2.200651181127358,0.9156761596794218,0.0
12,0.025824763890519624,0.14767663465184358,-0.26620437571185124,0.7904751230729301,1.8842014088511863,2.856308586622487,3.0034090531741464,0.04586268981846594,-0.671652320487569,2.048293182807351,0.5164772849845295,-0.5173952296947698,0.01848339814352105,0.28156494231809875,0.47751016002495306,1.4530024906798986,0.7764827092821895,1.041172551623659,-0.14771760974575565,-0.9486925290599599,1.3767269878066422,0.9117135717209225,-0.05560925487841226,-0.2183708687884037,-0.23196879333495382,0.9607635510431877,1.7743329696243022,1.5168131631825696,2.2337874006410874,-0.6322542046413998,-0.5667178901822593,2.200651181127358,0.9156761596794218,-0.7149643471241274,-0.3260318992120059,0.007680283303123763,0.3546598693521058,1.6609717577009626,-0.8758480364072371,0.005148707238896617,-0.9986840774617548,-1.0213923048054128,1.3036695623575376,0.22364182336162672,0.0
13,-0.5173952296947698,0.01848339814352105,0.28156494231809875,0.47751016002495306,1.4530024906798986,0.7764827092821895,1.041172551623659,-0.14771760974575565,-0.9486925290599599,1.3767269878066422,0.9117135717209225,-0.05560925487841226,-0.2183708687884037,-0.23196879333495382,0.9607635510431877,1.7743329696243022,1.5168131631825696,2.2337874006410874,-0.6322542046413998,-0.5667178901822593,2.200651181127358,0.9156761596794218,-0.7149643471241274,-0.3260318992120059,0.007680283303123763,0.3546598693521058,1.6609717577009626,-0.8758480364072371,0.005148707238896617,-0.9986840774617548,-1.0213923048054128,1.3036695623575376,0.22364182336162672,-0.8105392576322994,-0.1968386627036828,0.14462261281059666,-0.1025810061760615,0.665490499023056,-2.257062452964556,-2.1255965585842738,-0.869969075853764,-0.9939237230974007,-0.22404430864269892,-0.17107313575429303,0.0
14,-0.05560925487841226,-0.2183708687884037,-0.23196879333495382,0.9607635510431877,1.7743329696243022,1.5168131631825696,2.2337874006410874,-0.6322542046413998,-0.5667178901822593,2.200651181127358,0.9156761596794218,-0.7149643471241274,-0.3260318992120059,0.007680283303123763,0.3546598693521058,1.6609717577009626,-0.8758480364072371,0.005148707238896617,-0.9986840774617548,-1.0213923048054128,1.3036695623575376,0.22364182336162672,-0.8105392576322994,-0.1968386627036828,0.14462261281059666,-0.1025810061760615,0.665490499023056,-2.257062452964556,-2.1255965585842738,-0.869969075853764,-0.9939237230974007,-0.22404430864269892,-0.17107313575429303,-0.31013378141562054,-0.1968386627036828,-0.3346755404655585,0.31609375009887813,-0.3770654356821744,-0.6162039030104931,-0.5010614594938027,-0.8708841253996631,-0.95473638800634,-0.4438442951759108,0.4238061036770694,0.0
15,-0.7149643471241274,-0.3260318992120059,0.007680283303123763,0.3546598693521058,1.6609717577009626,-0.8758480364072371,0.005148707238896617,-0.9986840774617548,-1.0213923048054128,1.3036695623575376,0.22364182336162672,-0.8105392576322994,-0.1968386627036828,0.14462261281059666,-0.1025810061760615,0.665490499023056,-2.257062452964556,-2.1255965585842738,-0.869969075853764,-0.9939237230974007,-0.22404430864269892,-0.17107313575429303,-0.31013378141562054,-0.1968386627036828,-0.3346755404655585,0.31609375009887813,-0.3770654356821744,-0.6162039030104931,-0.5010614594938027,-0.8708841253996631,-0.95473638800634,-0.4438442951759108,0.4238061036770694,-0.45611803215805546,-0.26143528095784435,-0.26620437571182204,0.2173850051244339,-0.03398807592217539,-1.0528306026849565,-0.7028720644830944,-0.9540532738037072,-0.8954817891334031,-0.13519599897471554,0.5903869743287625,0.0
